Tour,Id_phrase,phrase
27,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s170,2ème année : rien de prévu dans l' immédiat .
27,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s171,3ème année : stage de 3 mois qui se déroulera en fonction du dé
27,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s172,"bouché choisi par l' étudiant , dans les entreprises , les administrations , dans les syndicats ou éventuellement dans l' Institut de recherche de Nanterre ou cabinet d' avocat ."
27,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s173,Le recrutement est le même que pour le magistère précédent sauf qu' il y a systématiquement une épreuve écrite de culture générale ( les sujets porteront sur les grands problèmes de la société contemporaine ) .
28,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s174,"M. LANGLOIS précise que les étudiants de Nanterre seront privilégiés de ce point de vue là , puisqu' ils auront un enseignement de Droit du travail dès Tanné universitaire prochaine ."
29,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s175,Le Président procède au vote : Pour 33 - Contre 2 - Abstentions 15 .
29,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s176,"Malgré quelques réserves , M. LABICA ainsi que ses collègues ont élaboré ur"
29,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s177,"projet de magistère : "" Traduction de textes philosophiques et de textes théoriques en Sciences Humaines "" ( voir annexe V ) ."
29,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s178,"Cette proposition a comme finalité de montrer que dans des disciplines qu' on ne cesse de déconsidérer , comme la Philosophie , nous avons des choses à dire et que nous sommes "" armés "" pour les dire et pour former des étudiants ."
29,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s179,"Par ailleurs , s' agissant de la traduction de textes théoriques , nous avons constaté que notre pays ne cesse pas d' accumuler du retard ."
29,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s180,Notre intention est de proposer ce magistère qui formerait donc des spécialistes de ce type de traduction .
29,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s181,Les débouchés seraient essentiellement les maisons d' édition .
29,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s182,"Nous sommes convaincus que les efforts individuels et ceux des équipes de recherche , notamment des équipes C.N.R.S peuvent converger dans cet enseignement ."
29,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s183,Il y aurait une liaison très étroite avec notre maîtrise et notre D.E.A
29,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s184,"Plusieurs contacts ont été pris : avec des collègues spécialistes de langues , avec des professionnels , la Direction du Centre National des Lettres ( qui sera associée à ce projet ) , des maisons d' édition qui recevraient les étudiants et de très nombreuses revues étrangères qui accueilleraient nos étudiants pour les initier aux techniques du livre ."
29,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s185,"Et par ailleurs , nous serions associés aussi au laboratoire . SI.S.H du C.N.R.S spécialisé en informatique et par conséquent il y aurait aussi dans le cursus une formation à la lecture textuelle , à la tradition ."
30,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s186,"Mme BARTHELEMY souligne l' importance de ce projet qui répond tout-à-fait à la demande du Ministère .Dans l' appel d' offres , l' attention de l' Université a été attirée sur l' intérêt de la présentation de projets ouvrant sur des professions dans les domaines des Lettres , Sciences humaines et Sciences Sociales ."
31,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s187,M .
31,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s188,"Le Président est sensible à l' argumentation de M. LABICA et il pense qu' il est bon de montrer que les disciplines comme la Philosophie qui sont sans cesse , dénaturées , dévalorisées , sont parfaitement capables de formation débouchant sur une profession ou sur une série de professions ."
31,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s189,Cette démonstration mérite d' être faite .
32,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s190,M. SOULAS demande quelques précisions sur le régime des enseignements de langues dans ce magistère .
33,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s192,"La réponse de M. LABICA est qu' à Nanterre , depuis plusieurs années , nous avons des unités d' enseignement de Philosophie qui ont « l' indice Langue "" la Philosophie grecque , la Philosophie latine , la Philosophie langue anglaise , allemande , indienne , arabe et espagnole ."
33,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s193,"Dans le cadre du cursus , nous avons prévu des enseignements de traduction philosophique et la pratique de la traduction théorique ."
34,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s194,"M. LACHENAUD pense que le langage officiel de présentation de ce diplôme a sérieusement évolué , car dans un premier temps , 11 n' était question que de formation à caractère technique et professionnel , mais on semblerait oublier le secteur des Lettres et Sciences Humaines , une fois de plus ."
35,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s195,M. le Président demande au Conseil de voter sur ce projet .
35,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s196,"Il est bien entendu que vu le caractère tardif de sa présentation , le Conseil des Etudes et de la Vie Universitaire n' a pas encore approuvé lui-même ce magistère ."
35,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s197,Cependant le texte du projet sera soumis au prochain Conseil des Etudes et de la Vie Universitaire le 30 janvier 1986 .
35,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s198,Résultat du vote : Pour 30 - Contre 2 - Abstentions 12 .
36,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s199,"Présentation par Mme BARTHELEMY d' un projet de formation dans le cadre de la formation continue , c' est une demande de l' I.E.P à propos d' un projet déjà existant Il s' agit d' une option supplémentaire de la licence de technologie , diplôme d' Université de second cycle "" Décision et implantation informatique "" ."
36,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s200,"La demande qui est faite est de conserver cette option et d' en ajouter une deuxième , ceci à la suite de demandes importantes de différents organismes"
36,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s201,"Cette option est "" analyste unix "" ( voir annexe VI ) ."
37,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s202,Mme BARTHELEMY ajoute que ce projet a été examiné par le Conseil des Etudes et de la Vie Universitaire et approuvé à l' unanimité .
37,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s203,"Il est important de répondre à la demande , et de mettre en place un certain nombre de formations dans ce secteur ."
37,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s204,Projet adopté par l' ensemble du Conseil .
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s205,M. LACHENAUD parle de la formation d' intervenants volontaires dans les domaines éducatif et socio-culturel .
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s206,Ce projet provient de l' Université de la culture permanente .
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s207,"Ce projet est né au sein d' une commission intitulée "" Université ouverte "" qui rassemble la plupart des responsables des Universités "" inter-âge "" de la région parisienne ."
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s208,"Le projet est commun entre Paris III , Paris VII et Paris X , mais la compétence à gérer administrativement et financièrement revient à Nanterre ( voir annexe VII ) ."
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s209,Adopté à l' unanimité des présents et représentés .
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s210,Réforme du second cycle :
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s211,possibilité de demander de nouveaux diplômes en sachant bien qu' aucun moyen supplémentaire en aucune sorte ne sera donné .
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s212,substitution de diplômes ( ancien second cycle en nouveaux seconds cycles )
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s213,Les établissements auront la possibilité de présenter des demandes d' habilitation gagées par la suppression de formation existante .
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s214,Cette opération ne devrait donc
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s215,entraîner aucune charge supplémentaire .
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s216,Toutefois une aide exceptionnelle pourra éventuellement être accordée en crédit de fonctionnement pour favoriser la mise en oeuvre des habilitations nouvelles .
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s217,prolongation de diplôme venant à échéance en 1986 .
38,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s218,Une nouvelle prorogation sera automatiquement accordée dès lors qu' elle aura été explicitement demandée .
39,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s223,Le Président explique que le nombre de demandes d' autorisation de meeting va croissant .
39,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s224,Il tient à informer le Conseil de la conduite qu' il va adopter en la matière .
39,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s225,"Il accordera les autorisations , mais au moindre incident , tous les meeting seront interdits jusqu' aux élections législatives ."
40,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s226,M. SAUREL rappelle que la demande doit être faite au moins 8 jours avant . et en tenant compte des heures où les amphithéâtres sont libres .
41,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s227,M.
41,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s228,"D' Armagnac s' étonne que certains mouvements viennent rechercher la "" caution du CA "" alors qu' ils se conduisent pendant des mois sur le campus , et notamment en période d' élections universitaires d' une manière inqualifiable ."
42,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s229,Le Président est tout-à-fait d' accord et demande à ce que cette déclaration soit portée au procès-verbal .
43,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s231,"M. IMBERTY demande des "" volontaires "" pour constituer le Comité médicale ( 1 représentant de rang A , une fois par an ."
43,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s232,Sont nommés
43,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s233,"M. FORESTIER , Professeur"
43,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s234,"Mle ZARKA , Maître-Assistante"
43,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s235,"M. GUERIN , Assistant"
44,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s237,Information concernant le budget :
44,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s238,"Nous avons reçu notre dotation de fonctionnement , et parmi les projets du Ministère , y avait eu un probable prélèvement important des droits d' inscription au sein d' une fourchette ( taux plancher - taux plafonds entre lesquels les conseils d' Administration pourraient fixer ce que serait le droit d' Inscription chaque année ."
44,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s239,"A l' heure actuelle , il semble que le Ministre ait retenu une autre solution : un relèvement du droit d' inscription avec redistribution autoritaire du Ministère et les Universités ."
44,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s240,"Ce qui signifie que notre subvention de fonctionnement , dès maintenant , sera amputée de 54 F par étudiant , soit 1200000 Francs de moins que la subvention à laquelle nous pouvions prétendre ."
44,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s241,Prochain Conseil d' Administration le 3 février 1986 .
45,fradhds-upn_2283W_CR_CA_1986-01-13_TEI.s242,La séance est levée à 17h45 .
1,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s1,L' ordre du jour de ce conseil ne peut être abordé .
1,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s2,En effet plusieurs délégations demandent à être entendues .
1,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s3,Les membres du conseil acceptent de prendre connaissance des différentes motions présentées .
2,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s5,"M. le Président précise que c' est pour répondre à un tract de l' U.N.I qui met en cause le Directeur et son personnel , de manière à la fois injurieuse et diffamante ."
3,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s6,M. IMBERTY considère que l' affaire est sérieuse .
3,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s7,La communauté universitaire et le Président de l' Université en tant que responsable de l' établissement ne peuvent pas accepter de tels procédés .
3,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s8,Il est important que le conseil soit informé et prenne position .
4,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s9,"M. ROBERT ( Professeur d' E.P.S ) , au nom du personnel du Centre Sportif prend la parole : les personnels du Centre Sportif ont été mis en cause par un tract qui a circulé ( voir annexe 1 ) , et plus particulièrement le Directeur qui a été à maintes reprises nommément attaqué ."
4,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s10,Les personnels ont été extrêmement sensibilisés .
4,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s11,Ils se sont réunis et ont rédigé une réponse .
4,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s12,"Le représentant de l' U.N.I présent à la commission budgétaire du 16 mars n' a fait aucune remarque sur le budget du Centre Sportif , pas plus qu' au conseil de l' Université du 26 mars 1984"
5,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s13,"Mme ULLMO considère que cette affaire est grave , car si à l' intérieur de l' Université des organisations étudiantes ou autres qui se disent responsables se livrent à la délation , à la désinformation et cela pour le plaisir de régler des comptes pour telle ou telle personne , c' est entrer dans une méthode de rapports extrêmement dangereuse ."
5,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s14,"Plus personne ne pourra prendre de responsabilités sans voir son honneur , sa personnalité , ses capacités mises en question publiquement et souvent de façon irrécupérable ."
5,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s15,Cela est d' autant plus grave que M. NOCQ a été élu à l' unanimité des voix du conseil du S.U.A.P.S.
5,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s16,"Derrière l' attaque contre le Directeur , il y a aussi une mise en cause du droit du personnel à choisir un Directeur selon ses voeux ."
5,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s17,C' est la procédure même de nos institutions qui est en jeu .
6,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s18,"Mme ULLMO demande au conseil de l' Université de voter un texte de blâme contre ce tract de l' U.N.I et à la limite s' il était possible , d' envisager une procédure de poursuites contre les auteurs de ce tract ."
7,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s19,M. RODRIGUEZ soutient le personnel du S.U.A.P.S.
7,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s20,Il considère inadmissible les attaques mensongères portées contre son Directeur .
7,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s21,""" Il y a nécessité de rétablir les choses "" , de faire largement connaître la position du conseil et de porter plainte contre ces accusations ."
8,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s22,"M. le Président IMBERTY pense qu' il serait nécessaire que le conseil reprenne à son compte un texte qui exprime non seulement la solidarité de l' Université à l' égard des personnels du S.U.A.P.S et de son Directeur , mais qu' il exprime également très clairement que ce genre de procédé ne peut se poursuivre ."
8,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s23,"Il est important que le conseil , aujourd'hui , réagisse de manière très officielle ."
8,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s24,"En ce qui concerne la plainte , il faut voir dans quelles conditions juridiques l' Université peut le faire ."
9,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s25,M. ABECASSIS propose le texte d' une motion .
10,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s26,"Mme RIOUX est d' accord avec cette motion , elle demande d' ajouter "" et mandate son Président pour porter plainte auprès des tribunaux compétents "" , car s' il y a plainte , l' instruction permettra de savoir comment l' U.N.I. est au courant d' un 5ème projet de budget équilibré ."
10,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s27,Elle demande à M. NOCQ si ce projet a été diffusé .
11,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s28,M. NOCQ répond que ce projet de budget a été diffusé à un conseil de Professeurs 2 jours avant la parution de ce tract .
11,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s29,Il remercie les personnels du SUAPS qui dans l' émotion se sont immédiatement réunis pour répondre à ces accusations .
11,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s30,Il espère que le conseil de l' Université lui rendra justice .
12,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s31,Mme RIOUX estime que la commission budgétaire et le conseil d' Université sont mis en cause .
12,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s32,"Le budget du S.U.A.P.S est toujours décidé , voté par le C.U."
13,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s33,"M. IMBERTY fait remarquer qu' en dehors de la gravité de l' injure et de la diffamation , il y a l' absurdité de reprocher un budget qui n' existe pas juridiquement ."
14,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s34,"En ce qui concerne les poursuites , M. PHYTILIS pense que la personne directement mise en cause , c'est-à-dire le Directeur du S.U.A.P.S , doit agir ."
14,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s35,"Il n' est pas sûr que l' intervention de l' Université , au plan judiciaire , soit profitable aussi bien au S.U.A.P.S qu' à l' Université ."
14,fradhds-upn_2283W_CR_CA_1984-05-04_TEI.s36,"Quel que soit l' objet du procès , l' image de l' Université en sort le plus souvent ternie ."
